text,positive
重XR 바다NNG 날NNG 맞VV 정화NNG 활동NNG 눈길NNG ,0
의회NNG 교류NNG 협력NNG 위한VV 체결NNG 평화NNG ,1
패션NNG 뷰티NNG 운동NNG 슬리퍼NNG 뮬NNG 인기NNG 폭발NNG 전용NNG 양말NNG ,1
합병NNG 추진NNG 노사NNG 갈등NNG 지속NNG 앞날NNG ,1
이별NNG 통보NNG 동거녀NNG 연남NNG 살해NNG 징역NNG ,-1
참외NNG 씨NNG 먹VV 될까VV ,-1
불법NNG 이민NNG 관세NNG 부과NNG 대화NNG 해결NNG ,-1
사건NNG 男NNG 구속NNG 법원NNG 행위NNG 위험NNG 큰VA 사안NNG ,-1
비즈니스NNG 에티켓NNG 단골NNG 꼼꼼히MAG 따져야VV ,0
재선NNG 도전NNG 선언NNG ,0
文NNG 대통령NNG 유람선NNG 사고NNG 현황NNG 파악NNG 속NNG 외교NNG 구상NNG 집중NNG ,-1
만들VV 장관NNG 포부NNG ,0
내무NNG 진영NNG 장관NNG 실종자NNG 수색NNG 총력NNG 보내VV ,-1
폭력NNG 디오NNG 게임NNG 실제로MAG 어린이NNG 총기NNG 관심NNG 높인다VV ,-1
진주NNG 모여든VV 마라NNG 토너NNG 남부NNG 내륙NNG 고속철NNG 조기NNG 착공NNG 염원NNG ,1
유증NNG 기NNG 유출NNG 공정NNG 생략NNG 탓NNG ,-1
세상NNG 네트워크NNG 센터NNG 내세워VV 공공NNG 금융NNG 공략NNG ,1
北NNG 자강NNG 공장NNG 집중NNG 시찰NNG 공개NNG 활동NNG 종합NNG ,1
외교NNG 차관NNG 심리NNG 담사NNG 빠르VA 주말NNG 파견NNG 댐NNG 수색NNG 강화NNG ,0
중NNG 관세NNG 보복NNG 전NNG 시작NNG 초심NNG 잊VV 사명NNG 다MAG 하VV ,1
왜MAG 돌아가VV 택시NNG 기사NNG 폭행NNG 잇따라VV ,-1
구미NNG 소식NNG 인구NNG 정책NNG 원탁NNG 토론회NNG 개최NNG ,0
중NNG 무역NNG 분쟁NNG 속NNG 수출NNG 연속NNG 하락세NNG ,-1
미NNG 관세NNG 보복NNG 전NNG 본격NNG 막VV 화물선NNG 美NNG 도착NNG ,-1
이주NNG 논평NNG 서훈NNG 회동NNG 모두NNG 돌린VV 野NNG 구리NNG 진동NNG ,0
정의당NNG 축제NNG 박수NNG 반인NNG 혐오NNG 정치NNG ,0
中NNG 오늘NNG 美NNG 제품NNG 보복NNG 관세NNG 부과NNG ,-1
인보NNG 사태NNG 일파만파NNG 품목NNG 허가NNG 취소NNG 절차NNG 문제NNG ,0
채팅NNG 앱NNG 이용NNG 성매매NNG 제안NNG 돈NNG 빼앗VV 입건NNG ,-1
강사NNG 법NNG 시행NNG 앞두VV 공채NNG 모집NNG ,0
北NNG 대표부NNG 소속NNG 고위NNG 관리NNG 안전NNG 관련NNG 중대NNG 범죄NNG 당해NNG ,-1
내무NNG 장관NNG 유람선NNG 침몰NNG 사고NNG 수색NNG 조사NNG 총력NNG 약속NNG ,-1
가상화폐NNG 뉴스NNG ,0
지역NNG 뇌염NNG 주의보NNG 발령NNG ,-1
세금NNG 부담NNG 집NNG 팔VV 증여NNG 법인NNG 설립NNG 버티VV ,0
가상화폐NNG 뉴스NNG 전일NNG 대비NNG 오른VV ,1
美NNG 국방NNG 대행NNG 동맹국NNG 위협NNG 수준NNG 됐VV ,1
종합NNG 美NNG 국방NNG 대행NNG 北NNG 동맹국NNG 위협NNG 외교NNG 비핵화NNG 달성NNG 가능NNG ,0
은행NNG 여름NNG 휴가철NNG 환전NNG 송금NNG 페스티벌NNG ,1
미니NNG 브랜드NNG 탄생NNG 기념NNG 한정판NNG 모델NNG 출시NNG ,1
유람선NNG 실종자NNG 수색NNG 대책NNG 마련NNG 총력NNG ,-1
제초NNG 작업NNG 주차NNG 차량NNG 돌VV 파편NNG 구청NNG 배상NNG ,-1
포기NNG 올라와VV 애NNG 물결NNG ,0
검은사막NNG 직접MAG 서비스NNG 효과NNG 복귀NNG 유저NNG ,1
또MAG 개NNG 물림NNG 사고NNG 목줄NNG 풀린VV 말라VV 뮤NNG 트NNG 초등NNG 물VV 부상NNG ,-1
해운대NNG 주차NNG 차량NNG 화재NNG 인명NNG 피해NNG 없VA ,-1
클릭NNG 종목NNG 규모NNG 신주NNG 발행NNG 기존NNG 주주NNG 지분NNG 희석NNG 불가피XR ,-1
고속도NNG 화물차NNG 추돌NNG 솜NNG 공장NNG 화재NNG ,-1
속보NNG 국방NNG 대행NNG 외교NNG 수단NNG 달성NNG 가능NNG ,1
美NNG 국방NNG 대행NNG 동맹국NNG 대한VV 위협NNG 남VV ,-1
美NNG 비치NNG 사망NNG 부상NNG ,-1
엠파이어NNG 스테이트NNG 빌딩NNG 볼VV 있VV 축하NNG 행사NNG ,1
레우NNG 은행NNG 내셔널NNG 온라인NNG 출범NNG ,1
공안NNG 검사NNG 독재NNG 정권NNG 하수인NNG 대표NNG 비판NNG ,-1
강간NNG 미수NNG 남성NNG 구속NNG 법원NNG 행위NNG 위험NNG 큰VA 사안NNG ,-1
합동NNG 구조NNG 수색NNG 팀NNG 잠수부NNG 세월NNG 참사NNG 현장NNG 물살NNG 빠르VA ,0
금리NNG 인하NNG 소수NNG 의견NNG 등장NNG 기준NNG 기대NNG 커진다VA ,1
현장NNG 실사NNG 임박XR 조선소NNG ,1
美NNG 국방NNG 대행NNG 北NNG 동맹국NNG 위협NNG 있VV 수준NNG ,1
따움NNG 동안NNG 아이스NNG 뷰티NNG 공짜NNG ,0
음식NNG 너무MAG 좋VA 하VV 몸NNG 망쳐VV ,-1
카드NNG 뉴스NNG 두발NNG 서VV 쇼NNG 코끼리NNG ,0
공안NNG 검사NNG 인권NNG 변호사NNG 文NNG 대통령NNG 독재NNG 이해NNG ,0
국방NNG 장관NNG 짧VA 시간NNG 대화NNG ,0
해운대NNG 만리NNG 포NNG 해수욕장NNG 오늘NNG 개장NNG ,0
미NNG 갈등NNG 속NNG 초심NNG 잊VV 사명NNG 다MAG 하VV 단결NNG 촉구NNG ,-1
단거리NNG 미사일NNG 발사NNG 후NNG 대외NNG 활동NNG ,-1
반려NNG 견NNG 대상NNG 마케팅NNG 올리VV 저축NNG 銀NNG ,1
신상NNG 뜯어보VV 원NNG 쓴VV 화장품NNG 컬러NNG 그램NNG 톡MAG 힛MAG 팬VV 아이NNG 팔레트NNG ,-1
날씨NNG 쾌청XR 미세먼지NNG 보통NNG 지역NNG 적VA 소식NNG ,0
공안NNG 검사NNG 인권NNG 변호사NNG 독재NNG 운운NNG ,0
美NNG 국방NNG 대행NNG 北NNG 동맹국NNG 위협NNG 있VV 수준NNG ,0
관세NNG 위협NNG 이민NNG 해결NNG 거듭MAG 압박NNG 해야VV 할VV 일NNG 때NNG 됐VV ,0
수출NNG 전년NNG 반년NNG 마이너스NNG ,-1
이달NNG 통해VV 北NNG 지원NNG ,0
美NNG 총기NNG 난사NNG 사망NNG 부상NNG ,-1
조연NNG 없VA 잃VV 청춘NNG 모두MAG 주인공NNG ,0
엠파이어NNG 스테이트NNG 빌딩NNG 볼VV 있VV 축하NNG 행사NNG ,1
내년NNG 건강NNG 보험NNG 의료NNG 수NNG 인상NNG 추가NNG 소요NNG ,-1
꼬여VV 사태NNG 파업NNG 재개NNG 재교섭NNG 안갯속NNG ,-1
해VV 선장NNG 엄중NNG 처벌NNG 촉구NNG 대사관NNG 앞NNG 추모NNG 물결NNG ,0
미NNG 입장NNG 바뀐VV 없VA 北NNG 발사체NNG 분석NNG 유지NNG ,-1
北NNG 자강NNG 공장NNG 집중NNG 시찰NNG 공개NNG 활동NNG ,-1
美NNG 국방NNG 장관NNG 대행NNG 동맹국NNG 위협NNG 수준NNG ,-1
게임NNG 중독NNG 질병NNG 국내NNG 도입NNG 되VV 어떻게MAG ,-1
미술관NNG 입주NNG 작가NNG 열려VV ,0
단기NNG 투자NNG 적합NNG 기초NNG 지수NNG 등락NNG 잦VA 땐NNG 못MAG 버텨VV ,-1
北NNG 시찰NNG 간부NNG 직격탄NNG 틀려먹VV ,-1
美NNG 군사NNG 기지NNG 지나쳐VV 中NNG 과소평가NNG 말라VV ,-1
와인NNG 시음NNG 관광객NNG ,0
춤NNG 추VV 관광객NNG ,1
와인NNG 시음NNG 관광객NNG ,0
美NNG 시장NNG 급성장NNG 따라잡VV ,1
중NNG 무역NNG 분쟁NNG 속NNG 수출NNG 연속NNG 하락세NNG ,-1
미NNG 관세NNG 보복NNG 전NNG 본격NNG 막VV 화물선NNG 美NNG 도착NNG ,-1
유류NNG 인하NNG 폭NNG 축소NNG 전국NNG 휘발유NNG 값NNG ,-1
포천NNG 가구NNG 단지MAG 사NNG 앤NNG 마블NNG 파고NNG 텍스NNG 쇼파NNG 세라믹NNG 포NNG 세린NNG 식탁NNG 특가NNG 이벤트NNG ,1
함께MAG 만드VV 치매NNG 안심NNG 공모전NNG 개최NNG ,1
웨딩NNG 드레스NNG 제작NNG 실NNG 특가NNG 선보여VV ,1
중년NNG 고용NNG 환경NNG 개선NNG 나VV 기업NNG 최대NNG 지원NNG ,1
공동NNG 수색NNG 착수NNG 신속NNG 대응NNG 팀NNG 투입NNG ,1
우려NNG 사항NNG 해소NNG 용NNG 행동NNG 보여야VV ,-1
실질NNG 지방NNG 자치NNG 분권NNG 실현NNG 촉구NNG ,-1
소식NNG 백화점NNG 야드NNG 진행NNG ,1
별NNG 탄생NNG 진화NNG 한눈NNG 별빛NNG 축제NNG ,0
사건NNG 결국NNG 철창NNG 침입NNG 성폭행NNG 미수NNG 구속NNG ,-1
저소득층NNG 체감NNG 경기NNG 악화NNG 지출NNG 증가NNG 전망NNG ,-1
인사NNG 안NNG 동대NNG ,0
美NNG 하원NNG 기호NNG 마리화나NNG 합법화NNG 법안NNG 의결NNG ,0
문VV 대통령NNG 유감NNG 표명NNG ,-1
총리NNG 면허NNG 반납NNG 비판NNG 설왕설래NNG ,-1
보잉NNG 기NNG 사태NNG 당분간MAG 해결NNG 난항NNG 속타VV 국내NNG 항공사NNG ,-1
이상NNG 버스NNG 사용NNG 금지NNG 여행NNG 상품NNG 전수NNG 조사NNG ,-1
소주NNG 맥주NNG 과자NNG 값NNG 인상NNG 편의점NNG ,-1
제철소NNG 공장NNG 정비NNG 탱크NNG 폭발NNG 부상NNG ,-1
미NNG 관세NNG 전쟁NNG 본격NNG 트럼프NNG 만남NNG 주목NNG ,-1
유람선NNG 참사NNG 유가족NNG 추가NNG 行NNG ,-1
수출NNG 수입NNG 줄VV 연속NNG 흑자NNG ,1
유람선NNG 참사NNG 탑승자NNG 가족NNG 추가NNG 출국NNG ,0
길NNG 가VV 퍽MAG 집NNG 안서NNG 펑MAG 안전NNG 주의NNG ,-1
고NNG 현지NNG 대응NNG 반NNG 가동NNG 시NNG 지원NNG 요청NNG ,-1
국내NNG 영리NNG 병원NNG 철수NNG 녹지NNG 그룹NNG 직원NNG 작별NNG 인사NNG ,-1
구속NNG 행위NNG 위험NNG 큰VA 사안NNG ,-1
머니NNG 부동산NNG 분양NNG 입시NNG 중개NNG 수수료NNG 대출NNG 규제NNG ,-1
희토류NNG 카드NNG 쥔VV 새로운VA 추출NNG 법NNG 개발NNG ,1
그래픽NNG 수출NNG 줄VV 내리막NNG ,-1
바른VA 미래NNG 거대NNG 정당NNG 입씨름NNG 민생NNG 무관XR 국회NNG 정상NNG 촉구NNG ,0
中NNG 연구NNG 팀NNG 정부NNG 지원NNG 속NNG 희토류NNG 추출NNG 법NNG 개발NNG ,1
헤어지VV 동거녀NNG 의심NNG 내연NNG 男NNG 살해NNG 남성NNG 항소심NNG 징역NNG ,-1
축제NNG 찬반NNG 놓VV 나뉜VV 도심NNG ,0
동성애NNG 찬반NNG 놓VV 나뉜VV 도심NNG ,0
유람선NNG 참사NNG 외무NNG 피해자NNG 가족NNG 생존자NNG 면담NNG ,0
美NNG 법원NNG 자녀NNG 아동NNG 성폭행NNG 남자NNG 징역NNG 판결NNG ,-1
귀금속NNG 먹NNG 튀NNG 당했VV 피해액NNG ,-1
北NNG 단거리NNG 미사일NNG 발사NNG 비핵화NNG 협상NNG 위협NNG ,-1
날씨NNG 전국NNG 가끔MAG 구름NNG 많VA 공기NNG 양호NNG ,0
영면NNG 동학NNG 농민군NNG 지도자NNG 늦VA 안NNG 장식NNG ,0
유람선NNG 침몰NNG 내무NNG 장관NNG 사고NNG 수색NNG 조사NNG 총력NNG 약속NNG ,-1
유람선NNG 사고NNG 피해자NNG 가족NNG 추가NNG 출국NNG ,-1
사고NNG 피해자NNG 가족NNG 추가NNG 출국NNG ,-1
지하철역NNG 몰카NNG 촬영NNG 집유NNG ,-1
버스NNG 곤충NNG 배틀NNG 애니메이션NNG 봇NNG 션NNG 공개NNG ,1
바람NNG 잘MAG 날NNG 없VA 바른VA 미래NNG 징계NNG 또MAG 내분NNG 치닫VV 종합NNG ,-1
일반인NNG 구매NNG 허용NNG 車NNG 시장NNG 달NNG 성적표NNG ,1
中NNG 연구NNG 팀NNG 정부NNG 지원NNG 속NNG 새로운VA 희토류NNG 추출NNG 법NNG 개발NNG ,1
용접NNG 폭발NNG 부상NNG ,-1
출시NNG 연기NNG 폴드NNP 미뤄질VV ,-1
청약NNG 진입NNG 장병NNG 낮VA 하늘NNG 채NNG 노려NNG ,1
환경부NNG 신고NNG 미NNP 이행NNG 확인NNG 조치NNG 할VV ,-1
유람선NNG 침몰NNG 현장NNG ,-1
유람선NNG 침몰NNG 현장NNG 잠수NNG 시작NNG 선체NNG 진입NNG 가능NNG,-1
경고NNG 부채NNG 관리NNG ,-1
국내NNG 주식NNG 거래NNG 서비스NNG 제공NNG ,1
